type,feature,id,dataset,group
clustering,The selected string highlights cultural impact and representation.,45,nyt,1
clustering,The selected string explores the boundary between reality and perception.,46,nyt,1
clustering,The selected string includes detailed descriptions of design elements.,47,nyt,1
clustering,The selected string includes political analysis and expert opinions.,48,nyt,1
clustering,The selected string emphasizes myth versus reality in public perception.,49,nyt,1
clustering,The selected string includes specific event dates and times.,0,nyt,2
clustering,The selected string focuses on legal and constitutional issues.,1,nyt,2
clustering,The selected string uses a positive and celebratory tone throughout.,2,nyt,2
clustering,The selected string uses a celebratory and triumphant tone.,3,nyt,2
clustering,The selected string discusses potential legal actions and responsibilities.,4,nyt,2
clustering,The selected string includes a political context involving Panama.,5,nyt,2
clustering,The selected string discusses historical context of military terminology.,6,nyt,2
clustering,The selected string focuses on legal compliance and enforcement issues.,7,nyt,2
clustering,The selected string uses rhetorical questions to engage the audience.,8,nyt,2
clustering,The selected string addresses a specific error in a publication.,9,nyt,2
clustering,"The selected string discusses a specific political figure, President Bush.",10,nyt,2
clustering,The selected string includes specific exhibition dates and locations.,11,nyt,2
clustering,The selected string is a correction notice.,12,nyt,2
clustering,The selected string targets a local New Jersey setting.,13,nyt,2
clustering,The selected string includes specific dates and locations.,14,nyt,2
clustering,The selected string includes URLs and web navigation details.,15,nyt,2
clustering,The selected string is set in New Jersey.,16,nyt,2
clustering,The selected string is structured as a news summary.,17,nyt,2
clustering,The selected string uses a casual and inviting tone.,18,nyt,2
clustering,The selected string focuses on sports and athletic competition.,19,nyt,2
clustering,The selected string highlights international sports events and teams.,20,nyt,2
clustering,The selected string includes personal background details of a politician.,21,nyt,2
clustering,The selected string highlights professional achievements in New York City.,22,nyt,2
clustering,The selected string uses formal and authoritative language.,23,nyt,2
clustering,The selected string includes specific military and legal actions.,24,nyt,2
clustering,The selected string discusses legal and regulatory implications extensively.,25,nyt,2
clustering,The selected string focuses on a sports event.,26,nyt,2
clustering,The selected string features a narrative of redemption and controversy.,27,nyt,2
clustering,The selected string includes direct quotes from athletes and coaches.,28,nyt,2
clustering,The selected string includes specific monetary figures and transactions.,29,nyt,2
clustering,The selected string involves international political and intelligence elements.,30,nyt,2
clustering,The selected string is concise and straightforward in structure.,31,nyt,2
clustering,The selected string highlights individual achievements and contributions.,32,nyt,2
clustering,The selected string includes direct quotes from law enforcement.,33,nyt,2
clustering,"The selected string has a neutral, factual tone.",34,nyt,2
clustering,The selected string focuses on a single athlete's achievements and journey.,35,nyt,2
clustering,The selected string focuses on travel deals and discounts.,36,nyt,2
clustering,The selected string includes a detailed personal background.,37,nyt,2
clustering,The selected string emphasizes a return to normalcy theme.,38,nyt,2
clustering,The selected string discusses government policy and fiscal management.,39,nyt,2
clustering,The selected string uses a narrative style with direct quotes.,40,nyt,2
clustering,The selected string focuses on transportation infrastructure and development.,41,nyt,2
clustering,The selected string discusses potential appeals and legal strategies.,42,nyt,2
clustering,The selected string provides practical travel advice.,43,nyt,2
clustering,The selected string involves international figures and geopolitical implications.,44,nyt,2
clustering,The selected string highlights individual athletic performances.,45,nyt,2
clustering,The selected string conveys a sense of communal fear and anxiety.,46,nyt,2
clustering,The selected string includes specific geographic directions and distances.,47,nyt,2
clustering,The selected string uses a formal and neutral tone.,48,nyt,2
clustering,The selected string includes a resolution without legal action.,49,nyt,2
clustering,The selected string mentions a current religious leader by name.,0,dbpedia,0
clustering,The selected string uses a chronological narrative structure.,1,dbpedia,0
clustering,The selected string uses technical identifiers like TC LID: CAG6.,2,dbpedia,0
clustering,The selected string highlights achievements in the comic book field.,3,dbpedia,0
clustering,The selected string is suitable for a general audience.,4,dbpedia,0
clustering,The selected string mentions a specific sports league and team.,5,dbpedia,0
clustering,The selected string includes a historical name change detail.,6,dbpedia,0
clustering,The selected string includes specific awards and recognitions.,7,dbpedia,0
clustering,The selected string includes a detailed personal history and background.,8,dbpedia,0
clustering,The selected string mentions multiple geographic locations.,9,dbpedia,0
clustering,The selected string lacks detailed historical or background context.,10,dbpedia,0
clustering,The selected string includes detailed voice actor information.,11,dbpedia,0
clustering,The selected string lacks personal or character-driven narrative elements.,12,dbpedia,0
clustering,The selected string details a construction project and its implications.,13,dbpedia,0
clustering,The selected string includes a significant emotional event.,14,dbpedia,0
clustering,The selected string highlights a leadership role.,15,dbpedia,0
clustering,The selected string mentions awards and nominations.,16,dbpedia,0
clustering,The selected string features indoor games as a highlight.,17,dbpedia,0
clustering,The selected string emphasizes character traits and abilities.,18,dbpedia,0
clustering,The selected string highlights a specific year and event.,19,dbpedia,0
clustering,The selected string discusses character creation and design process.,20,dbpedia,0
clustering,The selected string targets sports enthusiasts and NFL fans.,21,dbpedia,0
clustering,The selected string provides a detailed timeline of events.,22,dbpedia,0
clustering,The selected string includes fictional characters and narrative elements.,23,dbpedia,0
clustering,The selected string focuses on religious organizational structure.,24,dbpedia,0
clustering,The selected string includes Japanese language and Hepburn romanization.,25,dbpedia,0
clustering,The selected string references a specific media franchise.,26,dbpedia,0
clustering,The selected string uses formal and factual language.,27,dbpedia,0
clustering,The selected string highlights international recognition and cultural impact.,28,dbpedia,0
clustering,The selected string focuses on an individual's professional achievements.,29,dbpedia,0
clustering,The selected string emphasizes character's motivations and aspirations.,30,dbpedia,0
clustering,The selected string includes multiple alternative spellings of the character's name.,31,dbpedia,0
clustering,The selected string describes ownership and management details.,32,dbpedia,0
clustering,The selected string specifies a leadership figure.,33,dbpedia,0
clustering,The selected string focuses on a single individual's career.,34,dbpedia,0
clustering,The selected string mentions a specific birth year and place.,35,dbpedia,0
clustering,The selected string includes phonetic pronunciation of character's name.,36,dbpedia,0
clustering,The selected string emphasizes team leadership and management roles.,37,dbpedia,0
clustering,The selected string references an anime adaptation.,38,dbpedia,0
clustering,The selected string includes a specific birth date.,39,dbpedia,0
clustering,The selected string features a duo as central characters.,40,dbpedia,0
clustering,The selected string focuses on a single individual.,41,dbpedia,0
clustering,The selected string focuses on a single sports season.,42,dbpedia,0
clustering,The selected string focuses on a transportation facility.,43,dbpedia,0
clustering,The selected string focuses on ecclesiastical hierarchy.,44,dbpedia,0
clustering,The selected string uses formal ecclesiastical terminology and titles.,45,dbpedia,0
clustering,The selected string describes a specific geographical location.,46,dbpedia,0
clustering,The selected string uses technical terms related to dam construction.,47,dbpedia,0
clustering,The selected string lacks geographical or historical context.,48,dbpedia,0
clustering,The selected string lacks detailed character or event descriptions.,49,dbpedia,0
clustering,The selected string includes specific educational background details.,0,dbpedia,1
clustering,"The selected string uses a formal, historical tone.",1,dbpedia,1
clustering,The selected string includes a detailed family lineage.,2,dbpedia,1
clustering,The selected string uses formal titles like 'Sir' and 'Baronet'.,3,dbpedia,1
clustering,The selected string mentions knighthood and baronetcy creation.,4,dbpedia,1
clustering,The selected string discusses a Supreme Court case.,5,dbpedia,1
clustering,The selected string includes historical political context and figures.,6,dbpedia,1
clustering,The selected string includes detailed genealogical information.,7,dbpedia,1
clustering,The selected string provides detailed location and ownership information.,8,dbpedia,1
clustering,The selected string includes specific event participation details.,9,dbpedia,1
clustering,The selected string details a political career and achievements.,10,dbpedia,1
clustering,The selected string mentions a specific Olympic participation.,11,dbpedia,1
clustering,The selected string mentions a team mate by name.,12,dbpedia,1
clustering,The selected string includes a specific birth date and place.,13,dbpedia,1
clustering,The selected string uses quotation marks for emphasis.,14,dbpedia,1
clustering,"The selected string uses a straightforward, factual tone.",15,dbpedia,1
clustering,The selected string highlights a sports partnership.,16,dbpedia,1
clustering,The selected string specifies a construction year.,17,dbpedia,1
clustering,The selected string focuses on British aristocracy and lineage.,18,dbpedia,1
clustering,The selected string lacks detailed personal or professional achievements.,19,dbpedia,1
clustering,The selected string mentions a specific date of creation.,20,dbpedia,1
clustering,The selected string includes a specific partner's name.,21,dbpedia,1
clustering,The selected string omits any mention of career progression.,22,dbpedia,1
clustering,The selected string involves the United States Supreme Court.,23,dbpedia,1
clustering,The selected string includes architectural details.,24,dbpedia,1
clustering,The selected string discusses procedural aspects of court case handling.,25,dbpedia,1
clustering,"The selected string uses a straightforward, factual writing style.",26,dbpedia,1
clustering,The selected string includes detailed personal life information.,27,dbpedia,1
clustering,The selected string focuses on political achievements.,28,dbpedia,1
clustering,The selected string details a specific marriage and offspring lineage.,29,dbpedia,1
clustering,The selected string provides a specific year for an event.,30,dbpedia,1
clustering,The selected string centers on a single individual's life event.,31,dbpedia,1
clustering,The selected string specifies a retirement status of the athlete.,32,dbpedia,1
clustering,The selected string mentions a specific birth location.,33,dbpedia,1
clustering,The selected string is concise with minimal biographical details.,34,dbpedia,1
clustering,The selected string uses a nickname in parentheses.,35,dbpedia,1
clustering,The selected string includes specific sports statistics and achievements.,36,dbpedia,1
clustering,The selected string includes a noble title.,37,dbpedia,1
clustering,The selected string includes detailed match outcomes and rankings.,38,dbpedia,1
clustering,The selected string highlights a specific championship win.,39,dbpedia,1
clustering,The selected string mentions a specific career start year.,40,dbpedia,1
clustering,The selected string focuses on legal jurisdiction and authority.,41,dbpedia,1
clustering,The selected string covers a broader time span.,42,dbpedia,1
clustering,The selected string lacks specific dates or chronological details.,43,dbpedia,1
clustering,The selected string features a narrative of career transitions and challenges.,44,dbpedia,1
clustering,The selected string involves constitutional law.,45,dbpedia,1
clustering,The selected string focuses on an individual's sports achievements.,46,dbpedia,1
clustering,The selected string focuses on a single baronetcy title.,47,dbpedia,1
clustering,The selected string lacks specific event dates or achievements.,48,dbpedia,1
clustering,The selected string includes specific team and league affiliations.,49,dbpedia,1
clustering,The selected string includes specific race distances and conditions.,0,dbpedia,2
clustering,The selected string specifies an exact event date.,1,dbpedia,2
clustering,The selected string includes specific career achievements and accolades.,2,dbpedia,2
clustering,The selected string focuses on a voice acting career.,3,dbpedia,2
clustering,The selected string provides a specific birthdate and birthplace.,4,dbpedia,2
clustering,The selected string includes historical context about its name origin.,5,dbpedia,2
clustering,The selected string includes specific game statistics and records.,6,dbpedia,2
clustering,The selected string uses a more narrative tone.,7,dbpedia,2
clustering,The selected string includes specific birth and death dates.,8,dbpedia,2
clustering,The selected string highlights a career in entertainment.,9,dbpedia,2
clustering,The selected string describes a natural geographic feature.,10,dbpedia,2
clustering,The selected string emphasizes cultural and ethnic background.,11,dbpedia,2
clustering,The selected string includes specific dates for events.,12,dbpedia,2
clustering,"The selected string focuses on a sports club, not individuals.",13,dbpedia,2
clustering,The selected string includes specific race distance measurements.,14,dbpedia,2
clustering,The selected string provides detailed geographical and hydrological information.,15,dbpedia,2
clustering,The selected string uses precise metric measurements for distance.,16,dbpedia,2
clustering,The selected string mentions a hiatus and subsequent return.,17,dbpedia,2
clustering,The selected string includes indigenous language origin of river's name.,18,dbpedia,2
clustering,The selected string includes monetary details of the event.,19,dbpedia,2
clustering,The selected string specifies a river's flow direction.,20,dbpedia,2
clustering,The selected string includes specific personal life details.,21,dbpedia,2
clustering,The selected string mentions a specific sports venue.,22,dbpedia,2
clustering,The selected string focuses on a single geographical location.,23,dbpedia,2
clustering,The selected string focuses on ice hockey sports team history.,24,dbpedia,2
clustering,The selected string uses technical geographical terminology.,25,dbpedia,2
clustering,The selected string covers a longer professional career duration.,26,dbpedia,2
clustering,The selected string uses a formal tone with technical race terms.,27,dbpedia,2
clustering,The selected string lacks detailed event outcomes.,28,dbpedia,2
clustering,The selected string includes a list of specific localities.,29,dbpedia,2
clustering,The selected string highlights a career in American football.,30,dbpedia,2
clustering,The selected string highlights historical success in championships.,31,dbpedia,2
clustering,The selected string references a specific film genre.,32,dbpedia,2
clustering,The selected string uses a nickname to describe the individual.,33,dbpedia,2
clustering,The selected string mentions retirement from the industry.,34,dbpedia,2
clustering,The selected string specifies a geographic location.,35,dbpedia,2
clustering,The selected string includes a precise time frame of existence.,36,dbpedia,2
clustering,The selected string uses a biographical narrative style.,37,dbpedia,2
clustering,The selected string mentions a specific age group.,38,dbpedia,2
clustering,The selected string includes a specific sports team affiliation.,39,dbpedia,2
clustering,The selected string mentions a professional sports team affiliation.,40,dbpedia,2
clustering,The selected string lacks detailed historical or personal achievements.,41,dbpedia,2
clustering,The selected string uses a formal and informative tone.,42,dbpedia,2
clustering,The selected string uses technical terms related to hydrology.,43,dbpedia,2
clustering,The selected string mentions a specific race distance.,44,dbpedia,2
clustering,The selected string lacks any sports or event-related content.,45,dbpedia,2
clustering,The selected string lacks competitive or event-based context.,46,dbpedia,2
clustering,The selected string focuses on an individual's biography.,47,dbpedia,2
clustering,The selected string lists multiple teams the player has joined.,48,dbpedia,2
clustering,The selected string includes Japanese characters and romanization.,49,dbpedia,2
clustering,The selected string focuses on entertainment value and enjoyment.,0,amazon,0
clustering,The selected string focuses on educational content for children.,1,amazon,0
clustering,The selected string maintains a positive tone throughout.,2,amazon,0
clustering,The selected string uses exclamations to convey excitement.,3,amazon,0
clustering,The selected string focuses on a product defect.,4,amazon,0
clustering,The selected string includes specific color details.,5,amazon,0
clustering,The selected string conveys strong disappointment and frustration.,6,amazon,0
clustering,The selected string lacks emotional or personal anecdotes.,7,amazon,0
clustering,The selected string targets a multi-generational audience.,8,amazon,0
clustering,The selected string uses vivid imagery and descriptive language.,9,amazon,0
clustering,The selected string uses all caps for emphasis.,10,amazon,0
clustering,The selected string includes a personal anecdote about a gift.,11,amazon,0
clustering,The selected string focuses on crafting and DIY activities.,12,amazon,0
clustering,The selected string discusses product customization and its implications.,13,amazon,0
clustering,The selected string provides a detailed critique of product quality.,14,amazon,0
clustering,"The selected string uses concise, positive language.",15,amazon,0
clustering,The selected string focuses on personal clothing experience.,16,amazon,0
clustering,The selected string is concise with minimal detail.,17,amazon,0
clustering,The selected string highlights packaging and delivery speed.,18,amazon,0
clustering,The selected string lacks emotional or descriptive language.,19,amazon,0
clustering,The selected string has a nostalgic tone.,20,amazon,0
clustering,The selected string focuses on a specific age group.,21,amazon,0
clustering,The selected string conveys excitement with concise language.,22,amazon,0
clustering,The selected string includes a specific product recommendation warning.,23,amazon,0
clustering,The selected string expresses disappointment and dissatisfaction.,24,amazon,0
clustering,The selected string focuses on a past viewing experience.,25,amazon,0
clustering,The selected string uses a direct recommendation tone.,26,amazon,0
clustering,The selected string uses a conversational tone with direct address.,27,amazon,0
clustering,The selected string focuses on functionality over aesthetics.,28,amazon,0
clustering,The selected string focuses on aesthetic appeal.,29,amazon,0
clustering,The selected string suggests a specific style preference for wear.,30,amazon,0
clustering,The selected string uses a sarcastic and humorous tone.,31,amazon,0
clustering,The selected string mentions a specific character by name.,32,amazon,0
clustering,The selected string employs metaphorical language to convey deeper meanings.,33,amazon,0
clustering,The selected string uses a direct quote for emphasis.,34,amazon,0
clustering,The selected string highlights emotional engagement with the film.,35,amazon,0
clustering,The selected string uses an exclamatory title for emphasis.,36,amazon,0
clustering,The selected string is a professional book review with author mention.,37,amazon,0
clustering,The selected string includes a detailed plot summary.,38,amazon,0
clustering,The selected string evaluates material properties for practical use.,39,amazon,0
clustering,The selected string focuses on specific product dimensions and compatibility.,40,amazon,0
clustering,"The selected string has a positive, enthusiastic tone.",41,amazon,0
clustering,The selected string targets parents of young children.,42,amazon,0
clustering,The selected string focuses on a child's interaction with gift.,43,amazon,0
clustering,The selected string uses simple vocabulary and sentence structure.,44,amazon,0
clustering,The selected string provides historical and cultural context.,45,amazon,0
clustering,The selected string is concise and straightforward in its expression.,46,amazon,0
clustering,The selected string uses HTML tags for formatting.,47,amazon,0
clustering,The selected string emphasizes quick delivery and excitement.,48,amazon,0
clustering,The selected string emphasizes imaginative play and creativity.,49,amazon,0
clustering,The selected string uses precise measurements and specifications.,0,amazon,1
clustering,The selected string is concise with a straightforward negative tone.,1,amazon,1
clustering,The selected string describes a product failure incident.,2,amazon,1
clustering,The selected string uses a first-person narrative perspective.,3,amazon,1
clustering,The selected string uses a superlative for emphasis.,4,amazon,1
clustering,The selected string lacks detailed product description.,5,amazon,1
clustering,The selected string uses a direct reference to Amazon's service.,6,amazon,1
clustering,The selected string includes a specific project application example.,7,amazon,1
clustering,The selected string lacks emotional or sensory descriptions.,8,amazon,1
clustering,The selected string includes a personal anecdote about a gift.,9,amazon,1
clustering,The selected string includes a personal anecdote about family.,10,amazon,1
clustering,The selected string emphasizes personal connection with a magazine subscription.,11,amazon,1
clustering,The selected string includes a specific use case scenario.,12,amazon,1
clustering,The selected string focuses on health and wellness.,13,amazon,1
clustering,The selected string is concise with minimal elaboration.,14,amazon,1
clustering,The selected string highlights ease of use and convenience.,15,amazon,1
clustering,"The selected string suggests a broader, non-specific audience.",16,amazon,1
clustering,The selected string encourages reader action with a direct suggestion.,17,amazon,1
clustering,The selected string highlights a discrepancy between expectation and reality.,18,amazon,1
clustering,The selected string focuses on versatility of the product.,19,amazon,1
clustering,"The selected string lacks punctuation, creating a casual tone.",20,amazon,1
clustering,The selected string suggests a solution for potential product issues.,21,amazon,1
clustering,The selected string includes specific product comparisons.,22,amazon,1
clustering,The selected string emphasizes product quality and safety.,23,amazon,1
clustering,The selected string focuses on functionality over aesthetics.,24,amazon,1
clustering,"The selected string uses a casual, conversational tone.",25,amazon,1
clustering,The selected string mentions a size adjustment recommendation.,26,amazon,1
clustering,The selected string includes a specific brand mention.,27,amazon,1
clustering,The selected string lacks detailed explanations or examples.,28,amazon,1
clustering,The selected string focuses on product functionality.,29,amazon,1
clustering,The selected string is concise with a focus on simplicity.,30,amazon,1
clustering,The selected string focuses on a single product's effectiveness.,31,amazon,1
clustering,The selected string mentions a potential purchase discrepancy.,32,amazon,1
clustering,The selected string mentions a specific geographic location.,33,amazon,1
clustering,The selected string has a playful and lighthearted tone.,34,amazon,1
clustering,The selected string targets consumers seeking product improvement solutions.,35,amazon,1
clustering,The selected string lacks detailed product usage information.,36,amazon,1
clustering,The selected string provides a warning about product usage.,37,amazon,1
clustering,The selected string expresses brand loyalty and repeated purchases.,38,amazon,1
clustering,The selected string lacks personal anecdotes or experiences.,39,amazon,1
clustering,The selected string includes a personal preference statement.,40,amazon,1
clustering,The selected string expresses uncertainty about future product use.,41,amazon,1
clustering,The selected string focuses on children's product usage.,42,amazon,1
clustering,The selected string expresses a personal wish or desire.,43,amazon,1
clustering,The selected string focuses on practical application and performance.,44,amazon,1
clustering,The selected string includes a brand name for specificity.,45,amazon,1
clustering,The selected string focuses on packaging and assembly details.,46,amazon,1
clustering,The selected string focuses on clothing fit and comfort.,47,amazon,1
clustering,The selected string uses sensory details like smell and touch.,48,amazon,1
clustering,The selected string focuses on general usefulness.,49,amazon,1
clustering,The selected string highlights a specific product improvement.,0,amazon,2
clustering,The selected string lacks emotional or personal anecdotes.,1,amazon,2
clustering,The selected string uses a positive and optimistic tone.,2,amazon,2
clustering,The selected string uses technical vocabulary related to hardware.,3,amazon,2
clustering,The selected string emphasizes repeat purchase behavior.,4,amazon,2
clustering,The selected string is concise with minimal elaboration.,5,amazon,2
clustering,"The selected string uses a straightforward, factual tone.",6,amazon,2
clustering,"The selected string describes a specific, unfortunate incident.",7,amazon,2
clustering,The selected string focuses on taste and flavor.,8,amazon,2
clustering,The selected string expresses intent to repurchase.,9,amazon,2
clustering,The selected string focuses on product durability concerns.,10,amazon,2
clustering,The selected string lacks any negative feedback or criticism.,11,amazon,2
clustering,The selected string uses technical terms related to appliances.,12,amazon,2
clustering,The selected string lacks detailed product usage information.,13,amazon,2
clustering,The selected string uses humor to describe product experience.,14,amazon,2
clustering,The selected string is brief and to the point.,15,amazon,2
clustering,The selected string focuses on a human-dog interaction setting.,16,amazon,2
clustering,The selected string is detailed about mechanical adjustments and implications.,17,amazon,2
clustering,The selected string expresses a strong personal recommendation.,18,amazon,2
clustering,"The selected string uses a straightforward, practical tone.",19,amazon,2
clustering,The selected string conveys a positive and satisfied tone.,20,amazon,2
clustering,The selected string compares two similar products directly.,21,amazon,2
clustering,The selected string focuses on a household product installation.,22,amazon,2
clustering,The selected string is concise and to the point.,23,amazon,2
clustering,The selected string expresses strong dissatisfaction and disappointment.,24,amazon,2
clustering,The selected string suggests situational use for awkward tasks.,25,amazon,2
clustering,The selected string focuses on price comparison.,26,amazon,2
clustering,"The selected string uses a positive, straightforward tone.",27,amazon,2
clustering,The selected string suggests a DIY alternative to the product.,28,amazon,2
clustering,The selected string provides a detailed narrative of the experience.,29,amazon,2
clustering,The selected string uses a conversational tone.,30,amazon,2
clustering,The selected string includes specific product functionality details.,31,amazon,2
clustering,The selected string provides specific measurements and comparisons.,32,amazon,2
clustering,The selected string emphasizes functionality and practicality of the product.,33,amazon,2
clustering,The selected string lacks emotional or subjective language.,34,amazon,2
clustering,The selected string is concise with a straightforward recommendation.,35,amazon,2
clustering,The selected string includes a specific plan for future use.,36,amazon,2
clustering,The selected string lacks any mention of product flaws or issues.,37,amazon,2
clustering,The selected string references a visual aid (photo).,38,amazon,2
clustering,The selected string includes a detailed description of product features.,39,amazon,2
clustering,The selected string uses a positive tone throughout.,40,amazon,2
clustering,"The selected string employs a humorous, sarcastic tone.",41,amazon,2
clustering,The selected string mentions a minor limitation with a positive spin.,42,amazon,2
clustering,The selected string focuses on packaging issues.,43,amazon,2
clustering,The selected string uses technical product specifications.,44,amazon,2
clustering,The selected string includes a personal anecdote.,45,amazon,2
clustering,The selected string targets a specific product and brand.,46,amazon,2
clustering,The selected string uses a reflective and personal tone.,47,amazon,2
clustering,The selected string focuses on aesthetic appeal and visual matching.,48,amazon,2
clustering,The selected string uses capital letters for emphasis.,49,amazon,2
